PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31964754","Therapeutic IDOL Reduction Ameliorates Amyloidosis and Improves Cognitive Function in APP/PS1 Mice","Gao J, Littman R, Diamante G, Xiao X, Ahn IS, Yang X, Cole TA, Tontonoz P.","Mol Cell Biol. 2020 Mar 30;40(8):e00518-19. doi: 10.1128/MCB.00518-19. Print 2020 Mar 30.","Gao J","Mol Cell Biol","2020","2020/01/23","PMC7108818","","10.1128/MCB.00518-19"
"33081847","Identification of a dysfunctional microglial population in human Alzheimer's disease cortex using novel single-cell histology image analysis","Swanson MEV, Scotter EL, Smyth LCD, Murray HC, Ryan B, Turner C, Faull RLM, Dragunow M, Curtis MA.","Acta Neuropathol Commun. 2020 Oct 20;8(1):170. doi: 10.1186/s40478-020-01047-9.","Swanson MEV","Acta Neuropathol Commun","2020","2020/10/21","PMC7576851","","10.1186/s40478-020-01047-9"
"28483841","TREM2 deficiency impairs chemotaxis and microglial responses to neuronal injury","Mazaheri F, Snaidero N, Kleinberger G, Madore C, Daria A, Werner G, Krasemann S, Capell A, Trümbach D, Wurst W, Brunner B, Bultmann S, Tahirovic S, Kerschensteiner M, Misgeld T, Butovsky O, Haass C.","EMBO Rep. 2017 Jul;18(7):1186-1198. doi: 10.15252/embr.201743922. Epub 2017 May 8.","Mazaheri F","EMBO Rep","2017","2017/05/10","PMC5494532","","10.15252/embr.201743922"
"34223696","Diversity of transcriptomic microglial phenotypes in aging and Alzheimer's disease","Boche D, Gordon MN.","Alzheimers Dement. 2022 Feb;18(2):360-376. doi: 10.1002/alz.12389. Epub 2021 Jul 5.","Boche D","Alzheimers Dement","2022","2021/07/05","PMC9059230","NIHMS1797691","10.1002/alz.12389"
"35566132","Nicotinic Acetylcholine Receptors and Microglia as Therapeutic and Imaging Targets in Alzheimer's Disease","Takata K, Kimura H, Yanagisawa D, Harada K, Nishimura K, Kitamura Y, Shimohama S, Tooyama I.","Molecules. 2022 Apr 27;27(9):2780. doi: 10.3390/molecules27092780.","Takata K","Molecules","2022","2022/05/14","PMC9102429","","10.3390/molecules27092780"
"40032887","Neuromorphic deviations associated with transcriptomic expression and specific cell type in Alzheimer's disease","Peng J, Tang Q, Li Y, Liu L, Biswal BB, Wang P.","Sci Rep. 2025 Mar 3;15(1):7460. doi: 10.1038/s41598-025-90872-w.","Peng J","Sci Rep","2025","2025/03/03","PMC11876660","","10.1038/s41598-025-90872-w"
"33623128","Melanocortin receptor activation alleviates amyloid pathology and glial reactivity in an Alzheimer's disease transgenic mouse model","Lau JKY, Tian M, Shen Y, Lau SF, Fu WY, Fu AKY, Ip NY.","Sci Rep. 2021 Feb 23;11(1):4359. doi: 10.1038/s41598-021-83932-4.","Lau JKY","Sci Rep","2021","2021/02/24","PMC7902646","","10.1038/s41598-021-83932-4"
"40537787","KChIP3 fosters neuroinflammation and synaptic dysfunction in the 5XFAD mouse model of Alzheimer's disease","Arcos-Encarnación B, Cortes-Flores E, Barón-Mendoza I, Almazán JL, Valle-García D, Díaz de León-Guerrero S, Hovan L, Meza-Sosa KF, Camacho-Concha N, Gil J, Kuijjer ML, González-Arenas A, Encarnación-Guevara S, Pedraza-Alva G, Pérez-Martínez L.","J Neuroinflammation. 2025 Jun 19;22(1):160. doi: 10.1186/s12974-025-03426-2.","Arcos-Encarnación B","J Neuroinflammation","2025","2025/06/19","PMC12178027","","10.1186/s12974-025-03426-2"
"34470515","Microglial TREM2 at the Intersection of Brain Aging and Alzheimer's Disease","Qu W, Li L.","Neuroscientist. 2023 Jun;29(3):302-316. doi: 10.1177/10738584211040786. Epub 2021 Sep 2.","Qu W","Neuroscientist","2023","2021/09/02","PMC10810316","NIHMS1953797","10.1177/10738584211040786"
"39824445","Characterizing oxidative stress induced by Aβ oligomers and the protective role of carnosine in primary mixed glia cultures","Cardaci V, Di Pietro L, Zupan MC, Sibbitts J, Privitera A, Lunte SM, Caraci F, Hartley MD, Caruso G.","Free Radic Biol Med. 2025 Mar 1;229:213-224. doi: 10.1016/j.freeradbiomed.2025.01.030. Epub 2025 Jan 16.","Cardaci V","Free Radic Biol Med","2025","2025/01/17","PMC11895860","NIHMS2060456","10.1016/j.freeradbiomed.2025.01.030"
"39641382","Association of ten VEGF family genes with Alzheimer's disease endophenotypes at single cell resolution","Wu Y, Libby JB, Dumitrescu L, De Jager PL, Menon V, Schneider JA, Bennett DA, Hohman TJ.","Alzheimers Dement. 2025 Feb;21(2):e14419. doi: 10.1002/alz.14419. Epub 2024 Dec 6.","Wu Y","Alzheimers Dement","2025","2024/12/06","PMC11848196","","10.1002/alz.14419"
"36895556","The effect of Abi3 locus deletion on the progression of Alzheimer's disease-related pathologies","Karahan H, Smith DC, Kim B, McCord B, Mantor J, John SK, Al-Amin MM, Dabin LC, Kim J.","Front Immunol. 2023 Feb 21;14:1102530. doi: 10.3389/fimmu.2023.1102530. eCollection 2023.","Karahan H","Front Immunol","2023","2023/03/10","PMC9988916","","10.3389/fimmu.2023.1102530"
"35247975","Transcriptional response of murine microglia in Alzheimer's disease and inflammation","Shippy DC, Watters JJ, Ulland TK.","BMC Genomics. 2022 Mar 5;23(1):183. doi: 10.1186/s12864-022-08417-8.","Shippy DC","BMC Genomics","2022","2022/03/06","PMC8898509","","10.1186/s12864-022-08417-8"
"41105712","Engineered 3D immuno-glial-neurovascular human miBrain model","Stanton AE, Bubnys A, Agbas E, James B, Park DS, Jiang A, Pinals RL, Liu L, Truong N, Loon A, Staab C, Cerit O, Wen HL, Mankus D, Bisher ME, Lytton-Jean AKR, Kellis M, Blanchard JW, Langer R, Tsai LH.","Proc Natl Acad Sci U S A. 2025 Oct 21;122(42):e2511596122. doi: 10.1073/pnas.2511596122. Epub 2025 Oct 17.","Stanton AE","Proc Natl Acad Sci U S A","2025","2025/10/17","","","10.1073/pnas.2511596122"
"30189875","Human Alzheimer's disease gene expression signatures and immune profile in APP mouse models: a discrete transcriptomic view of Aβ plaque pathology","Rothman SM, Tanis KQ, Gandhi P, Malkov V, Marcus J, Pearson M, Stevens R, Gilliland J, Ware C, Mahadomrongkul V, O'Loughlin E, Zeballos G, Smith R, Howell BJ, Klappenbach J, Kennedy M, Mirescu C.","J Neuroinflammation. 2018 Sep 6;15(1):256. doi: 10.1186/s12974-018-1265-7.","Rothman SM","J Neuroinflammation","2018","2018/09/08","PMC6127905","","10.1186/s12974-018-1265-7"
"40287418","scMultiMap: Cell-type-specific mapping of enhancers and target genes from single-cell multimodal data","Su C, Lee D, Jin P, Zhang J.","Nat Commun. 2025 Apr 26;16(1):3941. doi: 10.1038/s41467-025-59306-z.","Su C","Nat Commun","2025","2025/04/26","PMC12033308","","10.1038/s41467-025-59306-z"
"32535152","Shifting paradigms: The central role of microglia in Alzheimer's disease","Schwabe T, Srinivasan K, Rhinn H.","Neurobiol Dis. 2020 Sep;143:104962. doi: 10.1016/j.nbd.2020.104962. Epub 2020 Jun 12.","Schwabe T","Neurobiol Dis","2020","2020/06/15","","","10.1016/j.nbd.2020.104962"
"33729626","Extracellular signal-regulated kinase regulates microglial immune responses in Alzheimer's disease","Chen MJ, Ramesha S, Weinstock LD, Gao T, Ping L, Xiao H, Dammer EB, Duong DD, Levey AI, Lah JJ, Seyfried NT, Wood LB, Rangaraju S.","J Neurosci Res. 2021 Jun;99(6):1704-1721. doi: 10.1002/jnr.24829. Epub 2021 Mar 17.","Chen MJ","J Neurosci Res","2021","2021/03/17","PMC8919593","NIHMS1783258","10.1002/jnr.24829"
"40307424","APOE deficiency inhibits amyloid-facilitated (A) tau pathology (T) and neurodegeneration (N), halting progressive ATN pathology in a preclinical model","Vanherle S, Janssen A, Gutiérrez de Ravé M, Janssen B, Lodder C, Botella Lucena P, Kessels S, Hardy J, Vandeput E, Wang Y, Stancu IC, Segal A, Kleinewietfeld M, Voets T, Brône B, Poovathingal S, Alpizar YA, Dewachter I.","Mol Psychiatry. 2025 Oct;30(10):4512-4528. doi: 10.1038/s41380-025-03036-7. Epub 2025 Apr 30.","Vanherle S","Mol Psychiatry","2025","2025/04/30","PMC12436195","","10.1038/s41380-025-03036-7"
"33410555","A loss of mature microglial markers without immune activation in schizophrenia","Snijders GJLJ, van Zuiden W, Sneeboer MAM, Berdenis van Berlekom A, van der Geest AT, Schnieder T, MacIntyre DJ, Hol EM, Kahn RS, de Witte LD.","Glia. 2021 May;69(5):1251-1267. doi: 10.1002/glia.23962. Epub 2021 Jan 7.","Snijders GJLJ","Glia","2021","2021/01/07","PMC7986895","","10.1002/glia.23962"
"40141445","TBG096 Ameliorates Memory Deficiency in AD Mouse Model via Promoting Neurogenesis and Regulation of Hsc70/HK2/PKM2/LAMP2A Signaling Pathway","Chen D, Fasina OB, Lin J, Zeng J, Manzoor M, Ohno H, Xiang L, Qi J.","Int J Mol Sci. 2025 Mar 20;26(6):2804. doi: 10.3390/ijms26062804.","Chen D","Int J Mol Sci","2025","2025/03/27","PMC11943016","","10.3390/ijms26062804"
"34046031","Myeloid Arginase 1 Insufficiency Exacerbates Amyloid-β Associated Neurodegenerative Pathways and Glial Signatures in a Mouse Model of Alzheimer's Disease: A Targeted Transcriptome Analysis","Ma C, Hunt JB, Kovalenko A, Liang H, Selenica MB, Orr MB, Zhang B, Gensel JC, Feola DJ, Gordon MN, Morgan D, Bickford PC, Lee DC.","Front Immunol. 2021 May 11;12:628156. doi: 10.3389/fimmu.2021.628156. eCollection 2021.","Ma C","Front Immunol","2021","2021/05/28","PMC8144303","","10.3389/fimmu.2021.628156"
"27097852","Untangling the brain's neuroinflammatory and neurodegenerative transcriptional responses","Srinivasan K, Friedman BA, Larson JL, Lauffer BE, Goldstein LD, Appling LL, Borneo J, Poon C, Ho T, Cai F, Steiner P, van der Brug MP, Modrusan Z, Kaminker JS, Hansen DV.","Nat Commun. 2016 Apr 21;7:11295. doi: 10.1038/ncomms11295.","Srinivasan K","Nat Commun","2016","2016/04/22","PMC4844685","","10.1038/ncomms11295"
"38132144","Microglial Senescence and Activation in Healthy Aging and Alzheimer's Disease: Systematic Review and Neuropathological Scoring","Malvaso A, Gatti A, Negro G, Calatozzolo C, Medici V, Poloni TE.","Cells. 2023 Dec 12;12(24):2824. doi: 10.3390/cells12242824.","Malvaso A","Cells","2023","2023/12/22","PMC10742050","","10.3390/cells12242824"
"38830486","Double-strand-break repair protein rad21 homolog/Synaptotagmin-7 alleviates Alzheimer's disease in mice by promoting M2 polarization of microglia","Zhu C, Xu J, Lin J, Liu J, Yu E.","Brain Res Bull. 2024 Aug;214:110994. doi: 10.1016/j.brainresbull.2024.110994. Epub 2024 Jun 1.","Zhu C","Brain Res Bull","2024","2024/06/03","","","10.1016/j.brainresbull.2024.110994"
"37985399","Microglial immunometabolism endophenotypes contribute to sex difference in Alzheimer's disease","Hou Y, Caldwell JZK, Lathia JD, Leverenz JB, Pieper AA, Cummings J, Cheng F.","Alzheimers Dement. 2024 Feb;20(2):1334-1349. doi: 10.1002/alz.13546. Epub 2023 Nov 20.","Hou Y","Alzheimers Dement","2024","2023/11/20","PMC10916937","","10.1002/alz.13546"
"30415998","Complement C3aR Inactivation Attenuates Tau Pathology and Reverses an Immune Network Deregulated in Tauopathy Models and Alzheimer's Disease","Litvinchuk A, Wan YW, Swartzlander DB, Chen F, Cole A, Propson NE, Wang Q, Zhang B, Liu Z, Zheng H.","Neuron. 2018 Dec 19;100(6):1337-1353.e5. doi: 10.1016/j.neuron.2018.10.031. Epub 2018 Nov 8.","Litvinchuk A","Neuron","2018","2018/11/13","PMC6309202","NIHMS1510429","10.1016/j.neuron.2018.10.031"
"33316368","Changes in the brain transcriptome after DNA Aβ42 trimer immunization in a 3xTg-AD mouse model","Lambracht-Washington D, Fu M, Hynan LS, Rosenberg RN.","Neurobiol Dis. 2021 Jan;148:105221. doi: 10.1016/j.nbd.2020.105221. Epub 2020 Dec 11.","Lambracht-Washington D","Neurobiol Dis","2021","2020/12/14","PMC7845550","NIHMS1657198","10.1016/j.nbd.2020.105221"
"41077614","Midbrain degeneration triggers astrocyte reactivity and tau pathology in experimental Alzheimer's Disease","La Barbera L, Krashia P, Loffredo G, Cauzzi E, De Paolis ML, Montanari M, Saba L, Spoleti E, Ficchì S, Zaccone C, De Bardi M, Palazzo C, Marino R, Latagliata EC, Puglisi-Allegra S, Borsellino G, Keller F, Lo Iacono L, Viscomi MT, Nobili A, D'Amelio M.","Mol Neurodegener. 2025 Oct 13;20(1):105. doi: 10.1186/s13024-025-00893-2.","La Barbera L","Mol Neurodegener","2025","2025/10/12","PMC12516900","","10.1186/s13024-025-00893-2"
"34603323","PET Imaging of Neuroinflammation in Alzheimer's Disease","Zhou R, Ji B, Kong Y, Qin L, Ren W, Guan Y, Ni R.","Front Immunol. 2021 Sep 16;12:739130. doi: 10.3389/fimmu.2021.739130. eCollection 2021.","Zhou R","Front Immunol","2021","2021/10/04","PMC8481830","","10.3389/fimmu.2021.739130"
"39102080","Enhanced microglial dynamics and a paucity of tau seeding in the amyloid plaque microenvironment contribute to cognitive resilience in Alzheimer's disease","Jury-Garfe N, Redding-Ochoa J, You Y, Martínez P, Karahan H, Chimal-Juárez E, Johnson TS, Zhang J, Resnick S, Kim J, Troncoso JC, Lasagna-Reeves CA.","Acta Neuropathol. 2024 Aug 5;148(1):15. doi: 10.1007/s00401-024-02775-1.","Jury-Garfe N","Acta Neuropathol","2024","2024/08/05","PMC11300572","","10.1007/s00401-024-02775-1"
"40818647","Rationale and emerging evidence for microglial replacement in Alzheimer's disease","Bang JY, Yoo Y.","Mol Cells. 2025 Oct;48(10):100265. doi: 10.1016/j.mocell.2025.100265. Epub 2025 Aug 14.","Bang JY","Mol Cells","2025","2025/08/16","PMC12444172","","10.1016/j.mocell.2025.100265"
"39415193","Network dynamics-based subtyping of Alzheimer's disease with microglial genetic risk factors","Choi JH, Lee J, Kang U, Chang H, Cho KH.","Alzheimers Res Ther. 2024 Oct 16;16(1):229. doi: 10.1186/s13195-024-01583-9.","Choi JH","Alzheimers Res Ther","2024","2024/10/16","PMC11481771","","10.1186/s13195-024-01583-9"
"39809738","The TRPV1-PKM2-SREBP1 axis maintains microglial lipid homeostasis in Alzheimer's disease","Sha X, Lin J, Wu K, Lu J, Yu Z.","Cell Death Dis. 2025 Jan 14;16(1):14. doi: 10.1038/s41419-024-07328-8.","Sha X","Cell Death Dis","2025","2025/01/14","PMC11732990","","10.1038/s41419-024-07328-8"
"40499846","Microglial SIRT2 deficiency aggravates cognitive decline and amyloid pathology in Alzheimer's disease","Sola-Sevilla N, Garmendia-Berges M, Aleixo M, Mera-Delgado M, Solas M, Tordera RM, García-Carracedo L, Expósito S, Anaya-Cubero E, Fernández-Irigoyen J, Guruceaga E, Santamaria E, Martin ED, Puerta E.","Brain Behav Immun. 2025 Oct;129:223-243. doi: 10.1016/j.bbi.2025.06.016. Epub 2025 Jun 9.","Sola-Sevilla N","Brain Behav Immun","2025","2025/06/11","","","10.1016/j.bbi.2025.06.016"
"39011734","Synergism of ApoE4 and systemic infectious burden is mediated by the APOE-NLRP3 axis in Alzheimer's disease","Liu XT, Chen X, Zhao N, Geng F, Zhu MM, Ren QG.","Psychiatry Clin Neurosci. 2024 Sep;78(9):517-526. doi: 10.1111/pcn.13704. Epub 2024 Jul 16.","Liu XT","Psychiatry Clin Neurosci","2024","2024/07/16","","","10.1111/pcn.13704"
"40419479","The APOE isoforms differentially shape the transcriptomic and epigenomic landscapes of human microglia xenografted into a mouse model of Alzheimer's disease","Murphy KB, Hu D, Wolfs L, Rohde SK, Fauró GL, Geric I, Mancuso R, De Strooper B, Marzi SJ.","Nat Commun. 2025 May 27;16(1):4883. doi: 10.1038/s41467-025-60099-4.","Murphy KB","Nat Commun","2025","2025/05/26","PMC12106835","","10.1038/s41467-025-60099-4"
"40790613","Microglial States Are Susceptible to Senescence and Cholesterol Dysregulation in Alzheimer's Disease","Li B, Wang S, Kerman B, Hugo C, Shwab EK, Shu C, Chiba-Falek O, Arvanitakis Z, N Yassine H.","Aging Cell. 2025 Oct;24(10):e70189. doi: 10.1111/acel.70189. Epub 2025 Aug 11.","Li B","Aging Cell","2025","2025/08/12","PMC12507412","","10.1111/acel.70189"
"39238030","Regional desynchronization of microglial activity is associated with cognitive decline in Alzheimer's disease","Zatcepin A, Gnörich J, Rauchmann BS, Bartos LM, Wagner S, Franzmeier N, Malpetti M, Xiang X, Shi Y, Parhizkar S, Grosch M, Wind-Mark K, Kunte ST, Beyer L, Meyer C, Brösamle D, Wendeln AC, Osei-Sarpong C, Heindl S, Liesz A, Stoecklein S, Biechele G, Finze A, Eckenweber F, Lindner S, Rominger A, Bartenstein P, Willem M, Tahirovic S, Herms J, Buerger K, Simons M, Haass C, Rupprecht R, Riemenschneider MJ, Albert NL, Beyer M, Neher JJ, Paeger L, Levin J, Höglinger GU, Perneczky R, Ziegler SI, Brendel M.","Mol Neurodegener. 2024 Sep 5;19(1):64. doi: 10.1186/s13024-024-00752-6.","Zatcepin A","Mol Neurodegener","2024","2024/09/05","PMC11375924","","10.1186/s13024-024-00752-6"
"33234543","Donor-Specific Transcriptomic Analysis of Alzheimer's Disease-Associated Hypometabolism Highlights a Unique Donor, Ribosomal Proteins and Microglia","Patel S, Howard D, Man A, Schwartz D, Jee J, Felsky D, Pausova Z, Paus T, French L.","eNeuro. 2020 Nov 24;7(6):ENEURO.0255-20.2020. doi: 10.1523/ENEURO.0255-20.2020. Print 2020 Nov-Dec.","Patel S","eNeuro","2020","2020/11/25","PMC7772516","","10.1523/ENEURO.0255-20.2020"
"38352874","Inflammasome signaling is dispensable for ß-amyloid-induced neuropathology in preclinical models of Alzheimer's disease","Srinivasan S, Kancheva D, De Ren S, Saito T, Jans M, Boone F, Vandendriessche C, Paesmans I, Maurin H, Vandenbroucke RE, Hoste E, Voet S, Scheyltjens I, Pavie B, Lippens S, Schwabenland M, Prinz M, Saido T, Bottelbergs A, Movahedi K, Lamkanfi M, van Loo G.","Front Immunol. 2024 Jan 29;15:1323409. doi: 10.3389/fimmu.2024.1323409. eCollection 2024.","Srinivasan S","Front Immunol","2024","2024/02/14","PMC10863058","","10.3389/fimmu.2024.1323409"
"40346662","A single-cell transcriptomic atlas of all cell types in the brain of 5xFAD Alzheimer mice in response to dietary inulin supplementation","Wang X, Zhang H, Wan Z, Li X, Ibáñez CF, Xie M.","BMC Biol. 2025 May 9;23(1):124. doi: 10.1186/s12915-025-02230-x.","Wang X","BMC Biol","2025","2025/05/09","PMC12065180","","10.1186/s12915-025-02230-x"
"38600587","An integrated toolkit for human microglia functional genomics","Haq I, Ngo JC, Roy N, Pan RL, Nawsheen N, Chiu R, Zhang Y, Fujita M, Soni RK, Wu X, Bennett DA, Menon V, Olah M, Sher F.","Stem Cell Res Ther. 2024 Apr 10;15(1):104. doi: 10.1186/s13287-024-03700-9.","Haq I","Stem Cell Res Ther","2024","2024/04/10","PMC11005142","","10.1186/s13287-024-03700-9"
"35931864","Genetics of the human microglia regulome refines Alzheimer's disease risk loci","Kosoy R, Fullard JF, Zeng B, Bendl J, Dong P, Rahman S, Kleopoulos SP, Shao Z, Girdhar K, Humphrey J, de Paiva Lopes K, Charney AW, Kopell BH, Raj T, Bennett D, Kellner CP, Haroutunian V, Hoffman GE, Roussos P.","Nat Genet. 2022 Aug;54(8):1145-1154. doi: 10.1038/s41588-022-01149-1. Epub 2022 Aug 5.","Kosoy R","Nat Genet","2022","2022/08/05","PMC9388367","NIHMS1827012","10.1038/s41588-022-01149-1"
"29598827","Integrated biology approach reveals molecular and pathological interactions among Alzheimer's Aβ42, Tau, TREM2, and TYROBP in Drosophila models","Sekiya M, Wang M, Fujisaki N, Sakakibara Y, Quan X, Ehrlich ME, De Jager PL, Bennett DA, Schadt EE, Gandy S, Ando K, Zhang B, Iijima KM.","Genome Med. 2018 Mar 29;10(1):26. doi: 10.1186/s13073-018-0530-9.","Sekiya M","Genome Med","2018","2018/03/31","PMC5875009","","10.1186/s13073-018-0530-9"
"36107206","Elevating microglia TREM2 reduces amyloid seeding and suppresses disease-associated microglia","Zhao N, Qiao W, Li F, Ren Y, Zheng J, Martens YA, Wang X, Li L, Liu CC, Chen K, Zhu Y, Ikezu TC, Li Z, Meneses AD, Jin Y, Knight JA, Chen Y, Bastea L, Linares C, Sonustun B, Job L, Smith ML, Xie M, Liu YU, Umpierre AD, Haruwaka K, Quicksall ZS, Storz P, Asmann YW, Wu LJ, Bu G.","J Exp Med. 2022 Dec 5;219(12):e20212479. doi: 10.1084/jem.20212479. Epub 2022 Sep 15.","Zhao N","J Exp Med","2022","2022/09/15","PMC9481739","","10.1084/jem.20212479"
"37226029","Peripheral Administration of the Kv1.3-Blocking Peptide HsTX1[R14A] Improves Cognitive Performance in Senescence Accelerated SAMP8 Mice","Pan Y, Kagawa Y, Sun J, Lucas DSD, Takechi R, Mamo JCL, Wai DCC, Norton RS, Jin L, Nicolazzo JA.","Neurotherapeutics. 2023 Jul;20(4):1198-1214. doi: 10.1007/s13311-023-01387-z. Epub 2023 May 24.","Pan Y","Neurotherapeutics","2023","2023/05/24","PMC10457257","","10.1007/s13311-023-01387-z"
"27425031","Transcriptional profiling of CD11c-positive microglia accumulating around amyloid plaques in a mouse model for Alzheimer's disease","Kamphuis W, Kooijman L, Schetters S, Orre M, Hol EM.","Biochim Biophys Acta. 2016 Oct;1862(10):1847-60. doi: 10.1016/j.bbadis.2016.07.007. Epub 2016 Jul 15.","Kamphuis W","Biochim Biophys Acta","2016","2016/07/19","","","10.1016/j.bbadis.2016.07.007"
"33675684","Trem2 restrains the enhancement of tau accumulation and neurodegeneration by β-amyloid pathology","Lee SH, Meilandt WJ, Xie L, Gandham VD, Ngu H, Barck KH, Rezzonico MG, Imperio J, Lalehzadeh G, Huntley MA, Stark KL, Foreman O, Carano RAD, Friedman BA, Sheng M, Easton A, Bohlen CJ, Hansen DV.","Neuron. 2021 Apr 21;109(8):1283-1301.e6. doi: 10.1016/j.neuron.2021.02.010. Epub 2021 Mar 5.","Lee SH","Neuron","2021","2021/03/06","","","10.1016/j.neuron.2021.02.010"
"34127518","Microglia show differential transcriptomic response to Aβ peptide aggregates ex vivo and in vivo","McFarland KN, Ceballos C, Rosario A, Ladd T, Moore B, Golde G, Wang X, Allen M, Ertekin-Taner N, Funk CC, Robinson M, Baloni P, Rappaport N, Chakrabarty P, Golde TE.","Life Sci Alliance. 2021 Jun 14;4(7):e202101108. doi: 10.26508/lsa.202101108. Print 2021 Jul.","McFarland KN","Life Sci Alliance","2021","2021/06/15","PMC8321667","","10.26508/lsa.202101108"
"33115519","Trem2 Y38C mutation and loss of Trem2 impairs neuronal synapses in adult mice","Jadhav VS, Lin PBC, Pennington T, Di Prisco GV, Jannu AJ, Xu G, Moutinho M, Zhang J, Atwood BK, Puntambekar SS, Bissel SJ, Oblak AL, Landreth GE, Lamb BT.","Mol Neurodegener. 2020 Oct 28;15(1):62. doi: 10.1186/s13024-020-00409-0.","Jadhav VS","Mol Neurodegener","2020","2020/10/29","PMC7594478","","10.1186/s13024-020-00409-0"
"36180898","Ex vivo expanded human regulatory T cells modify neuroinflammation in a preclinical model of Alzheimer's disease","Faridar A, Vasquez M, Thome AD, Yin Z, Xuan H, Wang JH, Wen S, Li X, Thonhoff JR, Zhao W, Zhao H, Beers DR, Wong STC, Masdeu JC, Appel SH.","Acta Neuropathol Commun. 2022 Sep 30;10(1):144. doi: 10.1186/s40478-022-01447-z.","Faridar A","Acta Neuropathol Commun","2022","2022/09/30","PMC9524037","","10.1186/s40478-022-01447-z"
"40114191","Asrij/OCIAD1 depletion reduces inflammatory microglial activation and ameliorates Aβ pathology in an Alzheimer's disease mouse model","Dongre P, Ramesh M, Govindaraju T, Inamdar MS.","J Neuroinflammation. 2025 Mar 20;22(1):89. doi: 10.1186/s12974-025-03415-5.","Dongre P","J Neuroinflammation","2025","2025/03/21","PMC11924864","","10.1186/s12974-025-03415-5"
"38557897","Landscape of brain myeloid cell transcriptome along the spatiotemporal progression of Alzheimer's disease reveals distinct sequential responses to Aβ and tau","Wachter A, Woodbury ME, Lombardo S, Abdourahman A, Wuest C, McGlame E, Pastika T, Tamm J, Romanul N, Yanamandra K, Bennett R, Lin G, Kwon T, Liao F, Klein C, Grinberg Y, Jaisa-Aad M, Li H, Frosch MP, Kummer MP, Das S, Dellovade T, Karran EH, Langlois X, Ried JS, Serrano-Pozo A, Talanian RV, Biber K, Hyman BT.","Acta Neuropathol. 2024 Apr 1;147(1):65. doi: 10.1007/s00401-024-02704-2.","Wachter A","Acta Neuropathol","2024","2024/04/01","PMC10984903","","10.1007/s00401-024-02704-2"
"38624088","Peripheral HMGB1 is linked to O(3) pathology of disease-associated astrocytes and amyloid","Ahmed C, Greve HJ, Garza-Lombo C, Malley JA, Johnson JA Jr, Oblak AL, Block ML.","Alzheimers Dement. 2024 May;20(5):3551-3566. doi: 10.1002/alz.13825. Epub 2024 Apr 16.","Ahmed C","Alzheimers Dement","2024","2024/04/16","PMC11095433","","10.1002/alz.13825"
"38542263","Beyond Quiescent and Active: Intermediate Microglial Transcriptomic States in a Mouse Model of Down Syndrome","Fernández-Blanco Á, Sierra C, Tejido C, Dierssen M.","Int J Mol Sci. 2024 Mar 14;25(6):3289. doi: 10.3390/ijms25063289.","Fernández-Blanco Á","Int J Mol Sci","2024","2024/03/28","PMC10970051","","10.3390/ijms25063289"
"37801139","Integrating TSPO PET imaging and transcriptomics to unveil the role of neuroinflammation and amyloid-β deposition in Alzheimer's disease","Zhang M, Qian XH, Hu J, Zhang Y, Lin X, Hai W, Shi K, Jiang X, Li Y, Tang HD, Li B.","Eur J Nucl Med Mol Imaging. 2024 Jan;51(2):455-467. doi: 10.1007/s00259-023-06446-3. Epub 2023 Oct 6.","Zhang M","Eur J Nucl Med Mol Imaging","2024","2023/10/06","PMC10774172","","10.1007/s00259-023-06446-3"
"36200578","Uncovering mechanisms of brain inflammation in Alzheimer's disease with APOE4: Application of single cell-type lipidomics","Asante I, Louie S, Yassine HN.","Ann N Y Acad Sci. 2022 Dec;1518(1):84-105. doi: 10.1111/nyas.14907. Epub 2022 Oct 6.","Asante I","Ann N Y Acad Sci","2022","2022/10/06","PMC10092192","","10.1111/nyas.14907"
"38426371","Genetic diversity promotes resilience in a mouse model of Alzheimer's disease","Soni N, Hohsfield LA, Tran KM, Kawauchi S, Walker A, Javonillo D, Phan J, Matheos D, Da Cunha C, Uyar A, Milinkeviciute G, Gomez-Arboledas A, Tran K, Kaczorowski CC, Wood MA, Tenner AJ, LaFerla FM, Carter GW, Mortazavi A, Swarup V, MacGregor GR, Green KN.","Alzheimers Dement. 2024 Apr;20(4):2794-2816. doi: 10.1002/alz.13753. Epub 2024 Mar 1.","Soni N","Alzheimers Dement","2024","2024/03/01","PMC11032575","","10.1002/alz.13753"
"34172755","Neuronal and glial 3D chromatin architecture informs the cellular etiology of brain disorders","Hu B, Won H, Mah W, Park RB, Kassim B, Spiess K, Kozlenkov A, Crowley CA, Pochareddy S; PsychENCODE Consortium; Li Y, Dracheva S, Sestan N, Akbarian S, Geschwind DH.","Nat Commun. 2021 Jun 25;12(1):3968. doi: 10.1038/s41467-021-24243-0.","Hu B","Nat Commun","2021","2021/06/26","PMC8233376","","10.1038/s41467-021-24243-0"
