PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37946220","Assessment of probiotic strain Lactobacillus acidophilus LB supplementation as adjunctive management of attention-deficit hyperactivity disorder in children and adolescents: a randomized controlled clinical trial","Elhossiny RM, Elshahawy HH, Mohamed HM, Abdelmageed RI.","BMC Psychiatry. 2023 Nov 9;23(1):823. doi: 10.1186/s12888-023-05324-4.","Elhossiny RM","BMC Psychiatry","2023","2023/11/10","PMC10636814","","10.1186/s12888-023-05324-4"
"23979086","Autistic traits in children with and without ADHD","Kotte A, Joshi G, Fried R, Uchida M, Spencer A, Woodworth KY, Kenworthy T, Faraone SV, Biederman J.","Pediatrics. 2013 Sep;132(3):e612-22. doi: 10.1542/peds.2012-3947. Epub 2013 Aug 26.","Kotte A","Pediatrics","2013","2013/08/28","PMC3876754","","10.1542/peds.2012-3947"
"29547761","ADHD, depression, and motor vehicle crashes: A prospective cohort study of continuously-monitored, real-world driving","Aduen PA, Kofler MJ, Sarver DE, Wells EL, Soto EF, Cox DJ.","J Psychiatr Res. 2018 Jun;101:42-49. doi: 10.1016/j.jpsychires.2018.02.026. Epub 2018 Mar 6.","Aduen PA","J Psychiatr Res","2018","2018/03/17","PMC5889746","NIHMS951021","10.1016/j.jpsychires.2018.02.026"
"28614965","The Co-Occurrence of Autism Spectrum Disorder in Children With ADHD","Zablotsky B, Bramlett MD, Blumberg SJ.","J Atten Disord. 2020 Jan;24(1):94-103. doi: 10.1177/1087054717713638. Epub 2017 Jun 14.","Zablotsky B","J Atten Disord","2020","2017/06/16","PMC5711626","NIHMS893867","10.1177/1087054717713638"
"37788928","Silver linings of ADHD: a thematic analysis of adults' positive experiences with living with ADHD","Nordby ES, Guribye F, Nordgreen T, Lundervold AJ.","BMJ Open. 2023 Oct 3;13(10):e072052. doi: 10.1136/bmjopen-2023-072052.","Nordby ES","BMJ Open","2023","2023/10/03","PMC10551976","","10.1136/bmjopen-2023-072052"
"33581449","Screening for adult ADHD using brief rating tools: What can we conclude from a positive screen? Some caveats","Chamberlain SR, Cortese S, Grant JE.","Compr Psychiatry. 2021 Apr;106:152224. doi: 10.1016/j.comppsych.2021.152224. Epub 2021 Feb 1.","Chamberlain SR","Compr Psychiatry","2021","2021/02/13","PMC7116749","EMS115638","10.1016/j.comppsych.2021.152224"
"27485465","ADHD and Sleep Quality: Longitudinal Analyses From Childhood to Early Adulthood in a Twin Cohort","Gregory AM, Agnew-Blais JC, Matthews T, Moffitt TE, Arseneault L.","J Clin Child Adolesc Psychol. 2017 Mar-Apr;46(2):284-294. doi: 10.1080/15374416.2016.1183499. Epub 2016 Aug 2.","Gregory AM","J Clin Child Adolesc Psychol","2017","2016/08/04","PMC5484392","NIHMS864761","10.1080/15374416.2016.1183499"
"29121555","The relationship between ADHD traits and sensory sensitivity in the general population","Panagiotidi M, Overton PG, Stafford T.","Compr Psychiatry. 2018 Jan;80:179-185. doi: 10.1016/j.comppsych.2017.10.008. Epub 2017 Oct 25.","Panagiotidi M","Compr Psychiatry","2018","2017/11/10","","","10.1016/j.comppsych.2017.10.008"
"26846227","A Systematic Review and Meta-analysis of Neuroimaging in Oppositional Defiant Disorder (ODD) and Conduct Disorder (CD) Taking Attention-Deficit Hyperactivity Disorder (ADHD) Into Account","Noordermeer SD, Luman M, Oosterlaan J.","Neuropsychol Rev. 2016 Mar;26(1):44-72. doi: 10.1007/s11065-015-9315-8. Epub 2016 Feb 5.","Noordermeer SD","Neuropsychol Rev","2016","2016/02/06","PMC4762933","","10.1007/s11065-015-9315-8"
"25939583","Longitudinal Smoking Patterns: Do They Predict Symptoms of ADHD in Adults?","Brook JS, Balka EB, Zhang C, Brook DW.","J Atten Disord. 2020 Jan;24(1):86-93. doi: 10.1177/1087054715584057. Epub 2015 May 4.","Brook JS","J Atten Disord","2020","2015/05/06","PMC4633407","NIHMS677513","10.1177/1087054715584057"
"27553218","Decision-making in social contexts in youth with ADHD","Ma I, Lambregts-Rommelse NN, Buitelaar JK, Cillessen AH, Scheres AP.","Eur Child Adolesc Psychiatry. 2017 Mar;26(3):335-344. doi: 10.1007/s00787-016-0895-5. Epub 2016 Aug 23.","Ma I","Eur Child Adolesc Psychiatry","2017","2016/08/25","PMC5323481","","10.1007/s00787-016-0895-5"
"35690720","An electronic health record (EHR) phenotype algorithm to identify patients with attention deficit hyperactivity disorders (ADHD) and psychiatric comorbidities","Slaby I, Hain HS, Abrams D, Mentch FD, Glessner JT, Sleiman PMA, Hakonarson H.","J Neurodev Disord. 2022 Jun 11;14(1):37. doi: 10.1186/s11689-022-09447-9.","Slaby I","J Neurodev Disord","2022","2022/06/11","PMC9188139","","10.1186/s11689-022-09447-9"
"29770911","Influences to ADHD Problem Recognition: Mixed-Method Investigation and Recommendations to Reduce Disparities for Latino Youth","Haack LM, Meza J, Jiang Y, Araujo EJ, Pfiffner L.","Adm Policy Ment Health. 2018 Nov;45(6):958-977. doi: 10.1007/s10488-018-0877-7.","Haack LM","Adm Policy Ment Health","2018","2018/05/18","PMC6239986","NIHMS968648","10.1007/s10488-018-0877-7"
"37055205","Sleep IntervEntion as Symptom Treatment for ADHD (SIESTA)-Blended CBT sleep intervention to improve sleep, ADHD symptoms and related problems in adolescents with ADHD: Protocol for a randomised controlled trial","Keuppens L, Marten F, Baeyens D, Boyer B, Danckaerts M, van der Oord S.","BMJ Open. 2023 Apr 13;13(4):e065355. doi: 10.1136/bmjopen-2022-065355.","Keuppens L","BMJ Open","2023","2023/04/13","PMC10106018","","10.1136/bmjopen-2022-065355"
"33588204","Parental intervention in school, academic pressure, and childhood diagnoses of ADHD","Owens J.","Soc Sci Med. 2021 Mar;272:113746. doi: 10.1016/j.socscimed.2021.113746. Epub 2021 Feb 6.","Owens J","Soc Sci Med","2021","2021/02/15","PMC7928220","NIHMS1670781","10.1016/j.socscimed.2021.113746"
"29626225","Symptoms in individuals with adult-onset ADHD are masked during childhood","Kosaka H, Fujioka T, Jung M.","Eur Arch Psychiatry Clin Neurosci. 2019 Sep;269(6):753-755. doi: 10.1007/s00406-018-0893-3. Epub 2018 Apr 6.","Kosaka H","Eur Arch Psychiatry Clin Neurosci","2019","2018/04/08","PMC6689273","","10.1007/s00406-018-0893-3"
"25567090","Impaired visuomotor adaptation in adults with ADHD","Kurdziel LB, Dempsey K, Zahara M, Valera E, Spencer RM.","Exp Brain Res. 2015 Apr;233(4):1145-53. doi: 10.1007/s00221-014-4190-8. Epub 2015 Jan 8.","Kurdziel LB","Exp Brain Res","2015","2015/01/09","PMC4357549","NIHMS653819","10.1007/s00221-014-4190-8"
"28414486","Girls with childhood ADHD as adults: Cross-domain outcomes by diagnostic persistence","Owens EB, Zalecki C, Gillette P, Hinshaw SP.","J Consult Clin Psychol. 2017 Jul;85(7):723-736. doi: 10.1037/ccp0000217. Epub 2017 Apr 17.","Owens EB","J Consult Clin Psychol","2017","2017/04/18","PMC5512560","NIHMS864796","10.1037/ccp0000217"
"25222436","Parent-teacher agreement on ADHD symptoms across development","Narad ME, Garner AA, Peugh JL, Tamm L, Antonini TN, Kingery KM, Simon JO, Epstein JN.","Psychol Assess. 2015 Mar;27(1):239-48. doi: 10.1037/a0037864. Epub 2014 Sep 15.","Narad ME","Psychol Assess","2015","2014/09/16","PMC4495952","NIHMS704327","10.1037/a0037864"
"29536801","A critical appraisal of the role of neuropsychological deficits in preschool ADHD","Sjöwall D, Thorell LB.","Child Neuropsychol. 2019 Jan;25(1):60-80. doi: 10.1080/09297049.2018.1447096. Epub 2018 Mar 14.","Sjöwall D","Child Neuropsychol","2019","2018/03/15","","","10.1080/09297049.2018.1447096"
"33852084","How Does Temperament in Toddlers at Elevated Likelihood for Autism Relate to Symptoms of Autism and ADHD at Three Years of Age?","Konke LA, Forslund T, Nilsson-Jobs E, Nyström P, Falck-Ytter T, Brocki K.","J Autism Dev Disord. 2022 Mar;52(3):995-1006. doi: 10.1007/s10803-021-05001-z. Epub 2021 Apr 14.","Konke LA","J Autism Dev Disord","2022","2021/04/14","PMC8854311","","10.1007/s10803-021-05001-z"
"29083298","Treatment of ADHD in patients with bipolar disorder","Girard R, Joober R.","J Psychiatry Neurosci. 2017 Nov;42(6):E11-E12. doi: 10.1503/jpn.170097.","Girard R","J Psychiatry Neurosci","2017","2017/10/31","PMC5662465","","10.1503/jpn.170097"
"29471702","Children With ADHD Symptoms: Who Can Do Without Specialized Mental Health Care?","Levelink B, Feron FJM, Dompeling E, van Zeben-van de Aa DMCB.","J Atten Disord. 2020 Jan;24(1):104-112. doi: 10.1177/1087054718756194. Epub 2018 Feb 22.","Levelink B","J Atten Disord","2020","2018/02/24","PMC6935830","","10.1177/1087054718756194"
"28714075","Working memory and organizational skills problems in ADHD","Kofler MJ, Sarver DE, Harmon SL, Moltisanti A, Aduen PA, Soto EF, Ferretti N.","J Child Psychol Psychiatry. 2018 Jan;59(1):57-67. doi: 10.1111/jcpp.12773. Epub 2017 Jul 17.","Kofler MJ","J Child Psychol Psychiatry","2018","2017/07/18","PMC5729117","NIHMS885538","10.1111/jcpp.12773"
"23853476","Recent increase in autism and ADHD: true or inflated?","Yoo HJ.","J Korean Med Sci. 2013 Jul;28(7):974-5. doi: 10.3346/jkms.2013.28.7.974.","Yoo HJ","J Korean Med Sci","2013","2013/07/16","PMC3708093","","10.3346/jkms.2013.28.7.974"
"25680235","Childhood predictors of adolescent and young adult outcome in ADHD","Cheung CH, Rijdijk F, McLoughlin G, Faraone SV, Asherson P, Kuntsi J.","J Psychiatr Res. 2015 Mar;62:92-100. doi: 10.1016/j.jpsychires.2015.01.011. Epub 2015 Jan 29.","Cheung CH","J Psychiatr Res","2015","2015/02/15","PMC4480336","EMS63843","10.1016/j.jpsychires.2015.01.011"
"26724691","Delineating ADHD and bipolar disorder: A comparison of clinical profiles in adult women","Kitsune GL, Kuntsi J, Costello H, Frangou S, Hosang GM, McLoughlin G, Asherson P.","J Affect Disord. 2016 Mar 1;192:125-33. doi: 10.1016/j.jad.2015.12.024. Epub 2015 Dec 23.","Kitsune GL","J Affect Disord","2016","2016/01/03","","","10.1016/j.jad.2015.12.024"
"26830111","Trajectories of ADHD severity over 10 years from childhood into adulthood","Tandon M, Tillman R, Agrawal A, Luby J.","Atten Defic Hyperact Disord. 2016 Sep;8(3):121-30. doi: 10.1007/s12402-016-0191-8. Epub 2016 Feb 1.","Tandon M","Atten Defic Hyperact Disord","2016","2016/02/03","PMC4969250","NIHMS756716","10.1007/s12402-016-0191-8"
"33639605","Sensory modulation and negative affect in children at familial risk of ADHD","Keating J, Bramham J, Downes M.","Res Dev Disabil. 2021 May;112:103904. doi: 10.1016/j.ridd.2021.103904. Epub 2021 Feb 24.","Keating J","Res Dev Disabil","2021","2021/02/27","","","10.1016/j.ridd.2021.103904"
"30262539","Fetishism in ADHD: an impulsive behaviour or a paraphilic disorder?","Masiran R.","BMJ Case Rep. 2018 Sep 27;2018:bcr2018226212. doi: 10.1136/bcr-2018-226212.","Masiran R","BMJ Case Rep","2018","2018/09/29","PMC6169725","","10.1136/bcr-2018-226212"
"27338738","How Persistent is ADHD into Adulthood? Informant Report and Diagnostic Thresholds in a Female Sample","Guelzow BT, Loya F, Hinshaw SP.","J Abnorm Child Psychol. 2017 Feb;45(2):301-312. doi: 10.1007/s10802-016-0174-4.","Guelzow BT","J Abnorm Child Psychol","2017","2016/06/25","","","10.1007/s10802-016-0174-4"
"34036533","Viloxazine: Pediatric First Approval","Lamb YN.","Paediatr Drugs. 2021 Jul;23(4):403-409. doi: 10.1007/s40272-021-00453-3.","Lamb YN","Paediatr Drugs","2021","2021/05/26","PMC10575801","","10.1007/s40272-021-00453-3"
"25647439","Cross-fostering differentially affects ADHD-related behaviors in spontaneously hypertensive rats","Gauthier AC, DeAngeli NE, Bucci DJ.","Dev Psychobiol. 2015 Mar;57(2):226-36. doi: 10.1002/dev.21286. Epub 2015 Feb 2.","Gauthier AC","Dev Psychobiol","2015","2015/02/04","PMC4336222","NIHMS651849","10.1002/dev.21286"
"23758944","ADHD symptomatology in eating disorders: a secondary psychopathological measure of severity?","Fernández-Aranda F, Agüera Z, Castro R, Jiménez-Murcia S, Ramos-Quiroga JA, Bosch R, Fagundo AB, Granero R, Penelo E, Claes L, Sánchez I, Riesco N, Casas M, Menchon JM.","BMC Psychiatry. 2013 Jun 11;13:166. doi: 10.1186/1471-244X-13-166.","Fernández-Aranda F","BMC Psychiatry","2013","2013/06/14","PMC3693886","","10.1186/1471-244X-13-166"
"28095819","ADHD, comorbid disorders and psychosocial functioning: How representative is a child cohort study? Findings from a national patient registry","Oerbeck B, Overgaard KR, Aspenes ST, Pripp AH, Mordre M, Aase H, Reichborn-Kjennerud T, Zeiner P.","BMC Psychiatry. 2017 Jan 17;17(1):23. doi: 10.1186/s12888-017-1204-7.","Oerbeck B","BMC Psychiatry","2017","2017/01/19","PMC5240379","","10.1186/s12888-017-1204-7"
"33959774","Unimpaired social cognition in adult patients with ADHD: brain volumetric and behavioral results","Mehren A, Thiel CM, Bruns S, Philipsen A, Özyurt J.","Soc Cogn Affect Neurosci. 2021 Nov 16;16(11):1160-1169. doi: 10.1093/scan/nsab060.","Mehren A","Soc Cogn Affect Neurosci","2021","2021/05/07","PMC8599175","","10.1093/scan/nsab060"
"27738853","Evaluation of the ADHD Rating Scale in Youth with Autism","Yerys BE, Nissley-Tsiopinis J, de Marchena A, Watkins MW, Antezana L, Power TJ, Schultz RT.","J Autism Dev Disord. 2017 Jan;47(1):90-100. doi: 10.1007/s10803-016-2933-z.","Yerys BE","J Autism Dev Disord","2017","2016/10/15","PMC5225038","NIHMS823095","10.1007/s10803-016-2933-z"
"25344625","Colour vision in ADHD: part 1--testing the retinal dopaminergic hypothesis","Kim S, Al-Haj M, Chen S, Fuller S, Jain U, Carrasco M, Tannock R.","Behav Brain Funct. 2014 Oct 24;10:38. doi: 10.1186/1744-9081-10-38.","Kim S","Behav Brain Funct","2014","2014/10/27","PMC4219036","","10.1186/1744-9081-10-38"
"33577937","Whole-brain modelling of resting state fMRI differentiates ADHD subtypes and facilitates stratified neuro-stimulation therapy","Iravani B, Arshamian A, Fransson P, Kaboodvand N.","Neuroimage. 2021 May 1;231:117844. doi: 10.1016/j.neuroimage.2021.117844. Epub 2021 Feb 10.","Iravani B","Neuroimage","2021","2021/02/12","","","10.1016/j.neuroimage.2021.117844"
"29347861","Positive emotional attention bias in young children with symptoms of ADHD","Cremone A, Lugo-Candelas CI, Harvey EA, McDermott JM, Spencer RMC.","Child Neuropsychol. 2018 Nov;24(8):1137-1145. doi: 10.1080/09297049.2018.1426743. Epub 2018 Jan 18.","Cremone A","Child Neuropsychol","2018","2018/01/20","PMC6136424","NIHMS1505304","10.1080/09297049.2018.1426743"
"35655149","Cognitive behavioural group therapy as addition to psychoeducation and pharmacological treatment for adolescents with ADHD symptoms and related impairments: a randomised controlled trial","Haugan AJ, Sund AM, Young S, Thomsen PH, Lydersen S, Nøvik TS.","BMC Psychiatry. 2022 Jun 2;22(1):375. doi: 10.1186/s12888-022-04019-6.","Haugan AJ","BMC Psychiatry","2022","2022/06/02","PMC9164353","","10.1186/s12888-022-04019-6"
"28413998","Optimising treatment strategies for ADHD in adolescence to minimise 'lost in transition' to adulthood","Buitelaar JK.","Epidemiol Psychiatr Sci. 2017 Oct;26(5):448-452. doi: 10.1017/S2045796017000154. Epub 2017 Apr 17.","Buitelaar JK","Epidemiol Psychiatr Sci","2017","2017/04/18","PMC6998898","","10.1017/S2045796017000154"
"26429569","Thought Disorder in Preschool Children with Attention Deficit/Hyperactivity Disorder (ADHD)","Hutchison AK, Kelsay K, Talmi A, Noonan K, Ross RG.","Child Psychiatry Hum Dev. 2016 Aug;47(4):618-26. doi: 10.1007/s10578-015-0594-3.","Hutchison AK","Child Psychiatry Hum Dev","2016","2015/10/03","PMC4818201","NIHMS727700","10.1007/s10578-015-0594-3"
"30036553","Mind wandering perspective on attention-deficit/hyperactivity disorder","Bozhilova NS, Michelini G, Kuntsi J, Asherson P.","Neurosci Biobehav Rev. 2018 Sep;92:464-476. doi: 10.1016/j.neubiorev.2018.07.010. Epub 2018 Jul 20.","Bozhilova NS","Neurosci Biobehav Rev","2018","2018/07/24","PMC6525148","","10.1016/j.neubiorev.2018.07.010"
"26852645","Rates and Patterns of Comorbidity Among First-Year College Students With ADHD","Anastopoulos AD, DuPaul GJ, Weyandt LL, Morrissey-Kane E, Sommer JL, Rhoads LH, Murphy KR, Gormley MJ, Gudmundsdottir BG.","J Clin Child Adolesc Psychol. 2018 Mar-Apr;47(2):236-247. doi: 10.1080/15374416.2015.1105137. Epub 2016 Feb 6.","Anastopoulos AD","J Clin Child Adolesc Psychol","2018","2016/02/09","PMC4976041","NIHMS738200","10.1080/15374416.2015.1105137"
"28900800","Resting-State Neurophysiological Activity Patterns in Young People with ASD, ADHD, and ASD + ADHD","Shephard E, Tye C, Ashwood KL, Azadi B, Asherson P, Bolton PF, McLoughlin G.","J Autism Dev Disord. 2018 Jan;48(1):110-122. doi: 10.1007/s10803-017-3300-4.","Shephard E","J Autism Dev Disord","2018","2017/09/14","PMC5760605","","10.1007/s10803-017-3300-4"
"28542365","Delusion-proneness displays comorbidity with traits of autistic-spectrum disorders and ADHD","Louzolo A, Gustavsson P, Tigerström L, Ingvar M, Olsson A, Petrovic P.","PLoS One. 2017 May 18;12(5):e0177820. doi: 10.1371/journal.pone.0177820. eCollection 2017.","Louzolo A","PLoS One","2017","2017/05/26","PMC5436821","","10.1371/journal.pone.0177820"
"33980212","Naturalistic exploratory study of the associations of substance use on ADHD outcomes and function","MacDonald B, Sadek J.","BMC Psychiatry. 2021 May 12;21(1):251. doi: 10.1186/s12888-021-03263-6.","MacDonald B","BMC Psychiatry","2021","2021/05/13","PMC8117494","","10.1186/s12888-021-03263-6"
"28333510","Comparing treatments for children with ADHD and word reading difficulties: A randomized clinical trial","Tamm L, Denton CA, Epstein JN, Schatschneider C, Taylor H, Arnold LE, Bukstein O, Anixt J, Koshy A, Newman NC, Maltinsky J, Brinson P, Loren REA, Prasad MR, Ewing-Cobbs L, Vaughn A.","J Consult Clin Psychol. 2017 May;85(5):434-446. doi: 10.1037/ccp0000170. Epub 2017 Mar 23.","Tamm L","J Consult Clin Psychol","2017","2017/03/24","PMC5398920","NIHMS848258","10.1037/ccp0000170"
"24214656","Attention deficit hyperactivity disorder","Matthews M, Nigg JT, Fair DA.","Curr Top Behav Neurosci. 2014;16:235-66. doi: 10.1007/7854_2013_249.","Matthews M","Curr Top Behav Neurosci","2014","2013/11/12","PMC4079001","NIHMS588714","10.1007/7854_2013_249"
"25085653","Symptom Profile of ADHD in Youth With High-Functioning Autism Spectrum Disorder: A Comparative Study in Psychiatrically Referred Populations","Joshi G, Faraone SV, Wozniak J, Tarko L, Fried R, Galdo M, Furtak SL, Biederman J.","J Atten Disord. 2017 Aug;21(10):846-855. doi: 10.1177/1087054714543368. Epub 2014 Aug 1.","Joshi G","J Atten Disord","2017","2014/08/03","PMC4312732","NIHMS649083","10.1177/1087054714543368"
"34009046","Prenatal Maternal Infections and Children's Neurodevelopment in the UK Millennium Cohort Study: A Focus on ASD and ADHD","Hall HA, Speyer LG, Murray AL, Auyeung B.","J Atten Disord. 2022 Feb;26(4):616-628. doi: 10.1177/10870547211015422. Epub 2021 May 19.","Hall HA","J Atten Disord","2022","2021/05/19","","","10.1177/10870547211015422"
"25710947","Student-Perceived School Climate Is Associated With ADHD Medication Treatment Among Adolescents in Medicaid","Visser SN, Kramer D, Snyder AB, Sebian J, McGiboney G, Handler A.","J Atten Disord. 2019 Feb;23(3):234-245. doi: 10.1177/1087054715569601. Epub 2015 Feb 20.","Visser SN","J Atten Disord","2019","2015/02/25","PMC4545416","NIHMS699108","10.1177/1087054715569601"
